airportCode,airportName,cityCode,cityName,countryName,countryCode
AXD,Dimokritos,AXD,Alexandroupolis,Greece,GR
AXE,Xanxere,AXE,Xanxere,Brazil,BR
AXG,Algona,AXG,Algona,United States,US
AXK,Ataq,AXK,Ataq,Yemen,YE
AXL,Alexandria,AXL,Alexandria,Australia,AU
AXM,El Eden,AXM,Armenia,Colombia,CO
AXN,Alexandria,AXN,Alexandria,United States,US
AXP,Springpoint Arpt,AXP,Spring Point,Bahamas,BS
AXR,Arutua,AXR,Arutua,French Polynesia,PF
AXS,Municipal,AXS,Altus,United States,US
AXT,Akita,AXT,Akita,Japan,JP
AXU,Axum,AXU,Axum,Ethiopia,ET
AXV,Neil Armstrong,AXV,Wapakoneta,United States,US
AXX,Angel Fire,AXX,Angel Fire,United States,US
AYA,Ayapel,AYA,Ayapel,Colombia,CO
AYC,Ayacucho,AYC,Ayacucho,Colombia,CO
AYD,Alroy Downs,AYD,Alroy Downs,Australia,AU
AYE,AAF Heliport,AYE,Fort Devens,United States,US
AYG,Yaguara,AYG,Yaguara,Colombia,CO
AYH,RAF Station,AYH,Alconbury,United Kingdom,GB
AYI,Yari,AYI,Yari,Colombia,CO
AYK,Arkalyk,AYK,Arkalyk,Kazakhstan,KZ
AYL,Anthony Lagoon,AYL,Anthony Lagoon,Australia,AU
AYN,Anyang,AYN,Anyang,China,CN
AYO,Ayolas,AYO,Ayolas,Paraguay,PY
AYP,Yanamilla,AYP,Ayacucho,Peru,PE
AYQ,Connellan,AYQ,Ayers Rock,Australia,AU
AYR,Ayr,AYR,Ayr,Australia,AU
AYS,Ware County,AYS,Waycross,United States,US
AYT,Antalya,AYT,Antalya,Turkey,TR
AYU,Aiyura,AYU,Aiyura,Papua New Guinea,PG
AYW,Ayawasi,AYW,Ayawasi,Indonesia,ID
AYZ,Zahns,AYZ,Amityville,United States,US
AZA,Phoenix-Mesa Gateway Airport,PHX,Phoenix,United States,US
AZB,Amazon Bay,AZB,Amazon Bay,Papua New Guinea,PG
AZD,Yazd,AZD,Yazd,Iran,IR
AZG,Apatzingan,AZG,Apatzingan,Mexico,MX
AZI,Bateen,AZI,Abu Dhabi,United Arab Emirates,AE
AZN,Andizhan,AZN,Andizhan,Uzbekistan,UZ
AZO,Kalamazoo/Battle Creek Intl,AZO,Kalamazoo,United States,US
AZP,Atizapan,MEX,Mexico City,Mexico,MX
AZR,Adrar,AZR,Adrar,Algeria,DZ
AZS,SamanÃ¡ El Catey Intl.,AZS,El Catey,Dominican Republic,DO
AZT,Zapatoca,AZT,Zapatoca,Colombia,CO
AZZ,Ambriz,AZZ,Ambriz,Angola,AO
BAA,Bialla,BAA,Bialla,Papua New Guinea,PG
BAC,Barranca De Upia,BAC,Barranca De Upia,Colombia,CO
BAE,Barcelonnette,BAE,Barcelonnette,France,FR
BAG,Loakan,BAG,Baguio,Philippines,PH
BAH,Bahrain Intl.,BAH,Manama,Bahrain,BH
BAI,Buenos Aires,BAI,Buenos Aires,Costa Rica,CR
BAJ,Bali,BAJ,Bali,Papua New Guinea,PG
BAK,All Airports,BAK,Baku,Azerbaijan,AZ
BAL,Batman,BAL,Batman,Turkey,TR
BAM,Lander County,BAM,Battle Mountain,United States,US
BAN,Basongo,BAN,Basongo,Zaire,ZR
BAO,Udorn,BAO,Ban Mak Khaen,Thailand,TH
BAP,Baibara,BAP,Baibara,Papua New Guinea,PG
BAQ,E Cortissoz,BAQ,Barranquilla,Colombia,CO
BAR,Baker Aaf,BAR,Baker Island,United States,US
BAS,Balalae,BAS,Balalae,Solomon Islands,SB
BAT,Arpt. Chafei Amsei,BAT,Barretos,Brazil,BR
BAU,Bauru,BAU,Bauru,Brazil,BR
BAV,Baotou,BAV,Baotou,China,CN
BAW,Biawonque,BAW,Biawonque,Gabon,GA
BAX,Barnaul,BAX,Barnaul,Russian Federation,RU
BAY,Baia Mare,BAY,Baia Mare,Romania,RO
BAZ,Barbelos,BAZ,Barbelos,Brazil,BR
BBA,Teniente Vidal,BBA,Balmaceda,Chile,CL
BBB,Municipal,BBB,Benson,United States,US
BBC,Bay City,BBC,Bay City,United States,US
BBD,Curtis Field,BBD,Brady,United States,US
BBE,Big Bell,BBE,Big Bell,Australia,AU
BBF,Burlington,BBF,Burlington,United States,US
BBG,Butaritari,BBG,Butaritari,Kiribati,KI
BBH,Barth,BBH,Barth,Germany,DE
BBI,Bhubaneswar,BBI,Bhubaneswar,India,IN
BBJ,Bitburg Air Base,BBJ,Bitburg,Germany,DE
BBK,Kasane,BBK,Kasane,Botswana,BW
BBL,Babolsar,BBL,Babolsar,Iran,IR
BBM,Battambang,BBM,Battambang,Cambodia,KH
BBN,Bario,BBN,Bario,Malaysia,MY
BBO,Berbera,BBO,Berbera,Somalia,SO
BBP,Bembridge,BBP,Bembridge,United Kingdom,GB
BBQ,Barbuda,BBQ,Barbuda,Antigua and Barbuda,AG
BBR,Baillif,BBR,Basse Terre,Guadeloupe,GP
BBS,Blackbushe,BBS,Yateley,United Kingdom,GB
BBT,Berberati,BBT,Berberati,Central African Republic,CF
BBU,Baneasa,BUH,Bucharest,Romania,RO
BBV,Hkg,BBV,Bereby,Cote D'Ivoire,CI
BBW,Broken Bow,BBW,Broken Bow,United States,US
BBX,Wings Field,BBX,Blue Bell,United States,US
BBY,Bambari,BBY,Bambari,Central African Republic,CF
BBZ,Zambezi,BBZ,Zambezi,Zambia,ZM
BCA,Baracoa,BCA,Baracoa,Cuba,CU
BCB,Virginia Tech,BCB,Blacksburg,United States,US
BCC,Bear Creek,BCC,Bear Creek,United States,US
BCD,Bacolod,BCD,Bacolod,Philippines,PH
BCE,Bryce,BCE,Bryce,United States,US
BCF,Bouca,BCF,Bouca,Central African Republic,CF
BCG,Bemichi,BCG,Bemichi,Guyana,GY
BCH,Cakung Intl.,BCH,Baucau,East Timor-Indonesia,TP
BCI,Barcaldine,BCI,Barcaldine,Australia,AU
BCJ,Baca Grande,BCJ,Baca Grande,United States,US
BCK,Bolwarra,BCK,Bolwarra,Australia,AU
BCL,Barra Colorado,BCL,Barra Colorado,Costa Rica,CR
BCM,Bacau,BCM,Bacau,Romania,RO
BCN,El Prat De Llobregat,BCN,Barcelona,Spain,ES
BCO,Jinka,BCO,Jinka,Ethiopia,ET
BCP,Bambu,BCP,Bambu,Papua New Guinea,PG
BCQ,Brack,BCQ,Brack,Libya,LY
BCR,Boca Do Acre,BCR,Boca Do Acre,Brazil,BR
BCS,Southern Seaplane,BCS,Belle Chasse,United States,US
BCT,Public,BCT,Boca Raton,United States,US
BCU,Bauchi,BCU,Bauchi,Nigeria,NG
BCV,Belmopan,BCV,Belmopan,Belize,BZ
BCW,Benguera Island,BCW,Benguera Island,Mozambique,MZ
BCX,Beloreck,BCX,Beloreck,Russian Federation,RU
BCY,Bulchi,BCY,Bulchi,Ethiopia,ET
BCZ,Bickerton Island,BCZ,Bickerton Island,Australia,AU
BDA,Kindley Field,BDA,Bermuda,Bermuda,BM
BDB,Bundaberg,BDB,Bundaberg,Australia,AU
BDC,Barra Do Corda,BDC,Barra Do Corda,Brazil,BR
BDD,Badu Island,BDD,Badu Island,Australia,AU
BDE,Baudette,BDE,Baudette,United States,US
BDF,Rinkenberger,BDF,Bradford,United States,US
BDG,Blanding,BDG,Blanding,United States,US
BDH,Bandar Lengeh,BDH,Bandar Lengeh,Iran,IR
BDI,Bird Island,BDI,Bird Island,Seychelles,SC
BDJ,Sjamsudin Noor,BDJ,Banjarmasin,Indonesia,ID
BDK,Bondoukou,BDK,Bondoukou,Cote D'Ivoire,CI
BDL,Bradley Intl.,BDL,"Windsor Locks, CT",United States,US
BDM,Bandirma,BDM,Bandirma,Turkey,TR
BDN,Talhar,BDN,Badin,Pakistan,PK
BDO,Husein Sastranegara,BDO,Bandung,Indonesia,ID
BDP,Bhadrapur,BDP,Bhadrapur,Nepal,NP
BDQ,Vadodara,BDQ,Vadodara,India,IN
BDR,Igor I. Sikorsky Mem.,BDR,Bridgeport,United States,US
BDS,Papola Casale,BDS,Brindisi,Italy,IT
BDT,Gbadolite,BDT,Gbadolite,Democratic Republic of Congo,CD
BDU,Bardufoss,BDU,Bardufoss,Norway,NO
BDV,Moba,BDV,Moba,Zaire,ZR
BDW,Bedford Downs,BDW,Bedford Downs,Australia,AU
BDX,Broadus,BDX,Broadus,United States,US
BDY,State,BDY,Bandon,United States,US
BDZ,Baindoung,BDZ,Baindoung,Papua New Guinea,PG
BEA,Bereina,BEA,Bereina,Papua New Guinea,PG
BEB,Benbecula,BEB,Benbecula,United Kingdom,GB
BEC,Beech,BEC,Wichita,United States,US
BED,Hanscom Field,BED,Bedford/Hanscom,United States,US
BEE,Beagle Bay,BEE,Beagle Bay,Australia,AU
BEF,Bluefields,BEF,Bluefields,Nicaragua,NI
BEG,Nikola Tesla,BEG,Belgrade,Serbia,RS
BEH,Ross Field,BEH,Benton Harbor,United States,US
BEI,Beica,BEI,Beica,Ethiopia,ET
BEJ,Kalimaru,BEJ,Tanjung Redep,Indonesia,ID
BEK,Bareli,BEK,Bareli,India,IN
BEL,Val De Cans,BEL,Belem,Brazil,BR
BEM,Bossembele,BEM,Bossembele,Central African Republic,CF
BEN,Benina Intl,BEN,Benghazi,Libya,LY
BEO,Belmont,BEO,Newcastle,Australia,AU
BEP,Bellary,BEP,Bellary,India,IN
BEQ,Honington,BEQ,Bury St Edmunds,United Kingdom,GB
BER,Berlin Metropolitan Area,BER,Berlin,Germany,DE
BER,All Airports,BER,Berlin,Germany,DE
BES,Brest Lesquin,BES,Brest,France,FR
BET,Bethel Arpt.,BET,Bethel,United States,US
BEU,Bedourie,BEU,Bedourie,Australia,AU
BEV,Beer Sheba,BEV,Beer Sheba,Israel,IL
BEW,Beira,BEW,Beira,Mozambique,MZ
BEY,Beirut Rafic Hariri Arpt.,BEY,Beirut,Lebanon,LB
BEZ,Beru,BEZ,Beru,Kiribati,KI
BFA,Bahia Negra,BFA,Bahia Negra,Paraguay,PY
BFB,Blue Fox Bay,BFB,Blue Fox Bay,United States,US
BFC,Bloomfield,BFC,Bloomfield,Australia,AU
BFD,Bradford,BFD,Bradford,United States,US
BFE,Bielefeld,BFE,Bielefeld,Germany,DE
BFF,Scotts Bluff County,BFF,Scottsbluff,United States,US
BFG,Bullfrog Basin,BFG,Bullfrog Basin,United States,US
BFH,Bacacheri,BFH,Curitiba,Brazil,BR
BFI,Boeing Field/King County Intl. Arpt.,SEA,Seattle,United States,US
BFJ,Ba,BFJ,Ba,Fiji,FJ
BFK,Buffalo Municipal Arpt.,DEN,Denver,United States,US
BFL,Meadows Field,BFL,Bakersfield,United States,US
BFM,Mob Aerospace,BFM,Mobile,United States,US
BFN,Bloemfontein,BFN,Bloemfontein,South Africa,ZA
BFO,Buffalo Range,BFO,Buffalo Range,Zimbabwe,ZW
BFP,Beaver Falls,BFP,Beaver Falls,United States,US
BFQ,Bahia Pinas,BFQ,Bahia Pinas,Panama,PA
BFR,Virgil I Grissom Muni,BFR,Bedford,United States,US
BFS,Aldergrove Intl. Arpt.,BFS,Belfast,United Kingdom,GB
BFS,All Airports,BFS,Belfast,United Kingdom,GB
BFT,County,BFT,Beaufort,United States,US
BFU,Bengbu,BFU,Bengbu,China,CN
BFV,Buri Ram,BFV,Buri Ram,Thailand,TH
BFX,Bafoussam,BFX,Bafoussam,Cameroon,CM
BGA,Palo Negro,BGA,Bucaramanga,Colombia,CO
BGB,Booue,BGB,Booue,Gabon,GA
BGC,Braganca,BGC,Braganca,Portugal,PT
BGD,Borger,BGD,Borger,United States,US
BGE,Decatur County,BGE,Bainbridge,United States,US
BGF,Bangui,BGF,Bangui,Central African Republic,CF
BGG,Bongouanou,BGG,Bongouanou,Cote D'Ivoire,CI
BGH,Abbaye,BGH,Boghe,Mauritania,MR
BGI,Grantley Adams Intl.,BGI,Bridgetown,Barbados,BB
BGJ,Borgarfjordur Eystri,BGJ,Borgarfjordur Eystri,Iceland,IS
BGK,Big Creek,BGK,Big Creek,Belize,BZ
BGL,Baglung,BGL,Baglung,Nepal,NP
BGM,Greater Binghamton,BGM,"Binghamton, NY",United States,US
BGN,R.A.F.,BGN,Brueggen,Germany,DE
BGO,"Bergen Arpt., Flesland",BGO,Bergen,Norway,NO
BGP,Bongo,BGP,Bongo,Gabon,GA
BGQ,Big Lake,BGQ,Big Lake,United States,US
BGR,Bangor Intl. Arpt.,BGR,Bangor,United States,US
BGS,Webb AFB,BGS,Big Spring,United States,US
BGT,Bagdad,BGT,"Bagdad, AZ",United States,US
BGU,Bangassou,BGU,Bangassou,Central African Republic,CF
BGV,Bento Goncalves,BGV,Bento Goncalves,Brazil,BR
BGW,Al Rasheed,BGW,Baghdad,Iraq,IQ
BGX,Arpt. Cmdt. Gustavo Kraemer,BGX,Bage,Brazil,BR
BGY,Orio al Serio,MIL,Milan,Italy,IT
BGZ,Braga,BGZ,Braga,Portugal,PT
BHA,Bahia De Caraquez,BHA,Bahia De Caraquez,Ecuador,EC
BHB,Bar Harbor,BHB,Bar Harbor,United States,US
BHC,Bhurban Heliport,BHC,Bhurban,United States,US
BHD,George Best Belfast City,BHD,Belfast,United Kingdom,GB
BHE,Woodbourne Air Station,BHE,Blenheim,New Zealand,NZ
BHF,Bahia Cupica,BHF,Bahia Cupica,Colombia,CO
BHG,Brus Laguna,BHG,Brus Laguna,Honduras,HN
BHH,Bisha,BHH,Bisha,Saudi Arabia,SA
BHI,Comandante,BHI,Bahia Blanca,Argentina,AR
BHJ,Rudra Mata,BHJ,Bhuj,India,IN
BHK,Bukhara,BHK,Bukhara,Uzbekistan,UZ
BHL,Bahia Angeles,BHL,Bahia Angeles,Mexico,MX
BHM,Birmingham,BHM,Birmingham,United States,US
BHN,Beihan,BHN,Beihan,Yemen,YE
BHO,Bhopal,BHO,Bhopal,India,IN
BHP,Bhojpur,BHP,Bhojpur,Nepal,NP
BHQ,Broken Hill,BHQ,Broken Hill,Australia,AU
BHR,Bharatpur Arpt.,BHR,Bharatpur,Nepal,NP
BHS,Raglan,BHS,Bathurst,Australia,AU
BHT,Brighton Downs,BHT,Brighton Downs,Australia,AU
BHU,Bhavnagar,BHU,Bhavnagar,India,IN
BHV,Bahawalpur,BHV,Bahawalpur,Pakistan,PK
BHW,Bhagatanwala Apt,BHW,Sargodha,Pakistan,PK
BHX,Birmingham Intl. Arpt.,BHX,Birmingham,United Kingdom,GB
BHY,Beihai,BHY,Beihai,China,CN
BHZ,Belo Horizonte Metropolitian Area,BHZ,Belo Horizonte,Brazil,BR
BHZ,All Airports,BHZ,Belo Horizonte,Brazil,BR
BIA,Poretta,BIA,Bastia,France,FR
BIB,Baidoa,BIB,Baidoa,Somalia,SO
BIC,Big Creek,BIC,Big Creek,United States,US
BID,Block Island,BID,Block Island,United States,US
BIE,Beatrice,BIE,Beatrice,United States,US
BIF,Biggs Aaf,BIF,El Paso,United States,US
BIG,Intermediate Field,BIG,Big Delta,United States,US
BIH,Bishop,BIH,Bishop,United States,US
BII,Enyu Airfield,BII,Bikini Atoll,Marshall Islands,MH
BIJ,Biliau,BIJ,Biliau,Papua New Guinea,PG
BIK,Frans Kaisepo,BIK,Biak,Indonesia,ID
BIL,Billings,BIL,Billings,United States,US
BIM,Intl.,BIM,Bimini,Bahamas,BS
BIN,Bamiyan,BIN,Bamiyan,Afghanistan,AF
BIO,Sondica,BIO,Bilbao,Spain,ES
BIP,Bulimba,BIP,Bulimba,Australia,AU
BIQ,Biarritz Parme,BIQ,Biarritz,France,FR
BIR,Biratnagar,BIR,Biratnagar,Nepal,NP
BIS,Bismarck,BIS,Bismarck,United States,US
BIT,Baitadi,BIT,Baitadi,Nepal,NP
BIU,Bildudalur,BIU,Bildudalur,Iceland,IS
BIV,Bria,BIV,Bria,Central African Republic,CF
BIW,Billiluna,BIW,Billiluna,Australia,AU
BIX,Keesler AFB,BIX,Biloxi,United States,US
BIY,Bisho,BIY,Bisho,South Africa,ZA
BIZ,Bimin,BIZ,Bimin,Papua New Guinea,PG
BJA,Bejaia,BJA,Bejaia,Algeria,DZ
BJB,Bojnord,BJB,Bojnord,Iran,IR
BJC,Jeffco,BJC,Broomfield,United States,US
BJD,Bakkafjordur,BJD,Bakkafjordur,Iceland,IS
BJF,Batsfjord,BJF,Batsfjord,Norway,NO
BJG,Bolaang,BJG,Bolaang,Indonesia,ID
BJH,Bajhang,BJH,Bajhang,Nepal,NP
BJI,Bemidji,BJI,Bemidji,United States,US
BJJ,Wayne County,BJJ,Wooster,United States,US
BJK,Benjina,BJK,Benjina,Indonesia,ID
BJL,Yundum Intl.,BJL,Banjul,Gambia,GM
BJM,Intl.,BJM,Bujumbura,Burundi,BI
BJN,Bajone,BJN,Bajone,Mozambique,MZ
BJO,Bermejo,BJO,Bermejo,Bolivia,BO
BJP,Braganca Paulista,BJP,Braganca Paulista,Brazil,BR
BJR,Bahar Dar,BJR,Bahar Dar,Ethiopia,ET
BJS,All Airports,BJS,Beijing,China,CN
BJT,Bentota River,BJT,Bentota River,Sri Lanka,LK
BJU,Bajura Arpt,BJU,Bajura,Nepal,NP
BJV,Milas,BJV,Milas,Turkey,TR
BJW,Bajawa,BJW,Bajawa,Indonesia,ID
BJX,Del BajÃ­o Intl.,BJX,LeÃ³n,Mexico,MX
BJY,Batajnica,BJY,Belgrade,Serbia,RS
BJZ,Talaveral La Real,BJZ,Badajoz,Spain,ES
BKA,Bykovo,MOW,Moscow,Russian Federation,RU
BKB,Bikaner,BKB,Bikaner,India,IN
BKC,Buckland,BKC,Buckland,United States,US
BKD,Stephens County,BKD,Breckenridge,United States,US
BKE,Baker,BKE,Baker,United States,US
BKF,Lake Brooks SPB,BKF,Katmai National Park,United States,US
BKG,Branson,BKG,Branson,United States,US
BKH,Barking Sands PMRF,BKH,Kekaha,United States,US
BKI,Kota-Kinabalu Intl. Arpt.,BKI,Kota-Kinabalu,Malaysia,MY
BKJ,Boke,BKJ,Boke,Guinea,GN
BKK,Suvarnabhumi Intl.,BKK,Bangkok,Thailand,TH
BKK,All Airports,BKK,Bangkok,Thailand,TH
BKL,Burke Lakefront,BKL,Cleveland,United States,US
BKM,Bakalalan,BKM,Bakalalan,Malaysia,MY
BKN,Birni Nkoni,BKN,Birni Nkoni,Niger,NE
BKO,Bamako,BKO,Bamako,Mali,ML
BKP,Barkly Downs,BKP,Barkly Downs,Australia,AU
BKQ,Blackall,BKQ,Blackall,Australia,AU
BKR,Bokoro,BKR,Bokoro,Chad,TD
BKS,Padangkemiling,BKS,Bengkulu,Indonesia,ID
BKT,Blackstone AAF,BKT,Blackstone,United States,US
BKU,Betioky,BKU,Betioky,Madagascar,MG
BKW,Beckley,BKW,Beckley,United States,US
BKX,Brookings,BKX,Brookings,United States,US
BKY,Kavumu,BKY,Bukavu,Congo,CD
BKZ,Bukoba,BKZ,Bukoba,Tanzania,TZ
BLA,Gen J A Anzoategui,BLA,Barcelona,Venezuela,VE
BLB,Balboa,BLB,Balboa,Panama,PA
BLC,Bamenda,BLC,Bali,Cameroon,CM
BLD,Boulder City,LAS,Las Vegas,United States,US
BLE,Dala Arpt.,BLE,Borlange,Sweden,SE
BLF,Princeton,BLF,Princeton,United States,US
BLG,Belaga,BLG,Belaga,Malaysia,MY
BLH,Blythe,BLH,Blythe,United States,US
BLI,Bellingham,BLI,Bellingham,United States,US
BLJ,Batna,BLJ,Batna,Algeria,DZ
BLK,Blackpool Arpt.,BLK,Blackpool,United Kingdom,GB
BLL,Billund,BLL,Billund,Denmark,DK
BLM,Monmouth Executive Arpt.,BLM,Belmar - Farmingdale,United States,US
BLN,Benalla,BLN,Benalla,Australia,AU
BLO,Blonduos,BLO,Blonduos,Iceland,IS
BLP,Bellavista,BLP,Bellavista,Peru,PE
BLQ,Guglielmo Marconi,BLQ,Bologna,Italy,IT
BLR,Bangalore Intl. Arpt.,BLR,Bangalore,India,IN
BLS,Bollon,BLS,Bollon,Australia,AU
BLT,Blackwater,BLT,Blackwater,Australia,AU
BLU,Blue Canyon,BLU,Blue Canyon,United States,US
BLV,Belleville,BLV,Belleville,United States,US
BLW,Bellows Field,BLW,Waimanalo,United States,US
BLX,Belluno,BLX,Belluno,Italy,IT
BLY,Belmullet,BLY,Belmullet,Ireland,IE
BLZ,Chileka,BLZ,Blantyre,Malawi,MW
BMA,Bromma,STO,Stockholm,Sweden,SE
BMB,Bumba,BMB,Bumba,Zaire,ZR
BMC,Brigham City,BMC,Brigham City,United States,US
BMD,Belo,BMD,Belo,Madagascar,MG
BME,Broome,BME,"Broome, Western Australia",Australia,AU
BMF,Bakouma,BMF,Bakouma,Central African Republic,CF
BMG,Bloomington,BMG,Bloomington,United States,US
BMH,Bomai,BMH,Bomai,Papua New Guinea,PG
BMI,Central Illinois Regional Arpt.,BMI,"Bloomington/Normal, IL",United States,US
BMJ,Baramita,BMJ,Baramita,Guyana,GY
BMK,Borkum,BMK,Borkum,Germany,DE
BML,Berlin Municipal Arpt.,BML,Berlin,United States,US
BMM,Bitam,BMM,Bitam,Gabon,GA
BMN,Bamerny,BMN,Bamerny,Iraq,IQ
BMO,Bhamo,BMO,Bhamo,Myanmar,MM
BMP,Brampton Island,BMP,Brampton Island,Australia,AU
BMQ,Bamburi,BMQ,Bamburi,Kenya,KE
BMR,Baltrum,BMR,Baltrum Island,Germany,DE
BMS,Brumado,BMS,Brumado,Brazil,BR
BMT,Beaumont Muni,BMT,Beaumont,United States,US
BMU,Bima,BMU,Bima,Indonesia,ID
BMV,Phung-Duc,BMV,Banmethuot,Viet Nam,VN
BMW,Bordj Badji Mokhtar,BMW,Bordj Badji Mokhtar,Algeria,DZ
BMX,Big Mountain,BMX,Big Mountain,United States,US
BMY,Belep Island,BMY,Belep Island,New Caledonia,NC
BMZ,Bamu,BMZ,Bamu,Papua New Guinea,PG
BNA,Nashville Intl.,BNA,"Nashville, TN",United States,US
BNB,Boende,BNB,Boende,Zaire,ZR
BNC,Beni,BNC,Beni,Zaire,ZR
BND,Bandar Abbas,BND,Bandar Abbas,Iran,IR
BNE,Brisbane Intl.,BNE,Brisbane,Australia,AU
BNF,Warm Spring Bay SPB,BNF,Baranof,United States,US
BNG,Banning,BNG,Banning,United States,US
BNH,Barnes,BNH,Hartford,United States,US
BNI,Benin City,BNI,Benin City,Nigeria,NG
BNJ,Bonn/Hangelar Airport,BNJ,Hangelar,GERMANY,DE
BNK,Ballina Byron Gateway,BNK,Ballina,Australia,AU
BNL,Barnwell Regional,BNL,"Barnwell, SC",United States,US
BNM,Bodinumu,BNM,Bodinumu,Papua New Guinea,PG
BNN,Bronnoy,BNN,Bronnoysund,Norway,NO
BNO,Burns,BNO,Burns,United States,US
BNP,Bannu,BNP,Bannu,Pakistan,PK
BNQ,Baganga,BNQ,Baganga,Philippines,PH
BNR,Banfora,BNR,Banfora,Burkina Faso,BF
BNS,Barinas,BNS,Barinas,Venezuela,VE
BNT,Bundi,BNT,Bundi,Papua New Guinea,PG
BNU,Blumenau,BNU,Blumenau,Brazil,BR
BNV,Boana,BNV,Boana,Papua New Guinea,PG
BNW,Boone,BNW,Boone,United States,US
BNX,Banja Luka,BNX,Banja Luka,Bosnia And Herzegovina,BA
BNY,Bellona,BNY,Bellona,Solomon Islands,SB
BNZ,Banz,BNZ,Banz,Papua New Guinea,PG
BOA,Boma,BOA,Boma,Zaire,ZR
BOB,Motu-mute,BOB,Bora Bora,French Polynesia,PF
BOC,Bocas Del Toro,BOC,Bocas Del Toro,Panama,PA
BOD,MÃ©rignac,BOD,Bordeaux,France,FR
BOE,Boundji,BOE,Boundji,Congo,CG
BOF,Bolling AFB,BOF,Washington,United States,US
BOG,Eldorado Intl.,BOG,Bogota,Colombia,CO
BOH,Bournemouth Intl.,BOH,Bournemouth,United Kingdom,GB
BOI,Boise Air Terminal/Gowen Field,BOI,"Boise, ID",United States,US
BOJ,Bourgas,BOJ,Bourgas,Bulgaria,BG
BOK,Brookings State,BOK,Brookings,United States,US
BOL,Bally Kelly,BOL,Bally Kelly,United Kingdom,GB
BOM,Chhatrapati Shivaji Intl.,BOM,Mumbai,India,IN
BON,Flamingo Intl.,BON,Kralendijk,Netherlands Antilles,AN
BOO,Bodo,BOO,Bodo,Norway,NO
BOP,Bouar,BOP,Bouar,Central African Republic,CF
BOQ,Boku,BOQ,Boku,Papua New Guinea,PG
BOR,Fontaine,BOR,Belfort,France,FR
BOS,Logan Intl.,BOS,Boston,United States,US
BOU,Bourges,BOU,Bourges,France,FR
BOV,Boang,BOV,Boang,Papua New Guinea,PG
BOW,Bartow,BOW,Bartow,United States,US
BOX,Borroloola,BOX,Borroloola,Australia,AU
BOY,Borgo,BOY,Bobo Dioulasso,Burkina Faso,BF
BOZ,Bozoum,BOZ,Bozoum,Central African Republic,CF
BPA,Grumman,BPA,Bethpage,United States,US
BPB,Boridi,BPB,Boridi,Papua New Guinea,PG
BPC,Bamenda,BPC,Bamenda,Cameroon,CM
BPD,Bapi,BPD,Bapi,Papua New Guinea,PG
BPE,Qinhuangdao,BPE,Qinhuangdao,China,CN
BPF,Batuna Aerodrome,BPF,Batuna,Solomon Islands,SB
BPG,Barra Do Garcas,BPG,Barra Do Garcas,Brazil,BR
BPH,Bislig,BPH,Bislig,Philippines,PH
BPI,Big Piney-marbleton,BPI,Big Piney,United States,US
BPK,Biangabip,BPK,Biangabip,Papua New Guinea,PG
BPN,Sepingan,BPN,Balikpapan,Indonesia,ID
BPS,Porto Seguro,BPS,Porto Seguro,Brazil,BR
BPT,Jefferson County,BPT,Beaumont,United States,US
BPU,Beppu,BPU,Beppu,Japan,JP
BPX,Bangda,BPX,Bangda,China,CN
BPY,Besalampy,BPY,Besalampy,Madagascar,MG
BQA,Baler,BQA,Baler,Philippines,PH
BQB,Bussellton,BQB,Bussellton,Australia,AU
BQE,Bubaque,BQE,Bubaque,Guinea-Bissau,GW
BQH,London Biggin Hill Airport,LON,LONDON,United Kingdom,GB
BQH,BIGGIN HILL AIRPORT,LON,LONDON,United Kingdom,GB
BQI,Bagani,BQI,Bagani,Namibia,NA
BQK,Glynco Jetport,BQK,Brunswick,United States,US
BQL,Boulia,BQL,Boulia,Australia,AU
BQN,Borinquen,BQN,Aguadilla,Puerto Rico,PR
BQO,Bouna,BQO,Bouna,Cote D'Ivoire,CI
BQQ,Barra,BQQ,Barra,Brazil,BR
BQS,Blagoveschensk,BQS,Blagoveschensk,Russian Federation,RU
BQT,Brest,BQT,Brest,Belarus,BY
BQU,J.F. Mitchell,BQU,Bequia,Saint Vincent And The Grenadines,SVG
BQV,Bartlett SPB,BQV,Gustavus,United States,US
BQW,Balgo Hills,BQW,Balgo Hills,Australia,AU
BRA,Barreiras,BRA,Barreiras,Brazil,BR
BRB,Barreirinhas,BRB,Barreirinhas,Brazil,BR
BRC,Intl.,BRC,San Carlos DeBariloche,Argentina,AR
BRD,Brainerd Lakes Regional,BRD,"Brainerd, MN",United States,US
BRE,Bremen,BRE,Bremen,Germany,DE
BRF,Bradford,BRF,Bradford,United Kingdom,GB
BRG,Municipal,BRG,Whitesburg,United States,US
BRH,Brahman,BRH,Brahman,Papua New Guinea,PG
BRI,Palese,BRI,Bari,Italy,IT
BRJ,Bright,BRJ,Bright,Australia,AU
BRK,Bourke,BRK,Bourke,Australia,AU
BRL,Burlington,BRL,Burlington,United States,US
BRM,Barquisimeto,BRM,Barquisimeto,Venezuela,VE
BRN,Belp,BRN,Berne,Switzerland,CH
BRO,South Padre Is. Intl,BRO,Brownsville,United States,US
BRP,Biaru,BRP,Biaru,Papua New Guinea,PG
BRQ,Turany,BRQ,Brno,Czech Republic,CZ
BRR,North Bay,BRR,Barra,United Kingdom,GB
BRS,Bristol,BRS,Bristol,United Kingdom,GB
BRT,Bathurst Island,BRT,Bathurst Island,Australia,AU
